id	prompt_tokens	target_tokens	nll	avg_nll	first_match	greedy_lcp	api_ref_tokens	api_target_tokens	api_target_mae	api_target_mean_delta	api_top_items	api_top_mapped	api_top_coverage	api_top1_count	api_top1_match	api_top1_rate	api_topn_ref	api_topn_hit	api_topn_recall	api_top_logprob_count	api_top_mae	api_top_mean_delta	api_pair_total	api_pair_agree	api_pair_rate
case_045	25	24	6.640716468	0.276696520	1	22	24	24	0.091314760	-0.067815363	480	480	1.000000000	24	23	0.958333333	480	416	0.866666667	480	0.496236608	0.034242635	4467	3840	0.859637340
case_046	25	24	2.712600607	0.113025025	1	22	24	24	0.036458925	-0.034390291	480	478	0.995833333	24	23	0.958333333	478	415	0.868200837	478	0.453382832	-0.017652841	4448	3991	0.897257194
case_047	22	24	8.210872971	0.342119707	1	4	24	24	0.085746984	-0.054663537	480	479	0.997916667	24	21	0.875000000	479	434	0.906054280	479	0.335597331	0.126289687	4470	4105	0.918344519
case_048	24	24	5.163822593	0.215159275	1	21	24	24	0.047207188	-0.023948900	480	476	0.991666667	24	23	0.958333333	476	413	0.867647059	476	0.701722949	-0.212619011	4408	3873	0.878629764
case_049	26	24	1.970311755	0.082096323	1	24	24	24	0.029559361	-0.019896477	480	479	0.997916667	24	24	1.000000000	479	432	0.901878914	479	0.467142556	0.060347389	4460	3989	0.894394619
case_050	28	24	7.361734540	0.306738939	1	15	24	24	0.095150094	-0.068009352	480	478	0.995833333	24	22	0.916666667	478	418	0.874476987	478	0.543055972	0.070460701	4474	3998	0.893607510
case_051	24	24	7.849806278	0.327075262	1	14	24	24	0.075938181	-0.034409034	480	478	0.995833333	24	23	0.958333333	478	432	0.903765690	478	0.439242118	0.148336023	4448	4013	0.902203237
case_052	22	24	7.320303760	0.305012657	1	24	24	24	0.075662191	-0.054589172	480	479	0.997916667	24	24	1.000000000	479	418	0.872651357	479	0.486759619	0.055186633	4464	3989	0.893593190
case_053	25	29	29.063397968	1.002186137	1	10	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_054	26	24	6.204868578	0.258536191	1	24	24	24	0.034537023	-0.016318801	480	479	0.997916667	24	24	1.000000000	479	441	0.920668058	479	0.336941488	0.108717915	4470	4049	0.905816555
case_055	30	24	6.660516275	0.277521511	0	0	24	24	0.124511410	-0.073943349	480	480	1.000000000	24	22	0.916666667	480	409	0.852083333	480	0.571118939	0.154358517	4496	3863	0.859208185
case_056	24	24	1.864606888	0.077691954	1	24	24	24	0.026031751	0.009843751	480	477	0.993750000	24	24	1.000000000	477	425	0.890985325	477	0.457045694	-0.232356998	4439	4004	0.902004956
case_057	27	24	4.389432697	0.182893029	1	2	24	24	0.025522901	-0.023420532	480	478	0.995833333	24	22	0.916666667	478	424	0.887029289	478	0.382105815	0.188831739	4446	4033	0.907107512
